avg_packet_size,avg_inter_arrival_time,label
1018.1595866819748,0.0014549540679344,chrome
999.611213235294,0.0034376676055206,chrome
964.603372139703,0.0067790184633798,chrome
914.1481994459832,0.0081276480650516,chrome
831.2249657064472,0.0141405027499465,chrome
1070.9893111638955,0.0005788187735476,spotify
978.2443616801158,0.0012957738214247,spotify
1218.739292945024,0.0009931408356283,spotify
1221.593247081098,0.0012177140324842,spotify
1209.4968290573652,0.0011316254827359,spotify
1042.9424572317264,0.0065185329136056,youtube
1155.2044979722257,0.002061764487123,youtube
1112.140795559667,0.0042863210248205,youtube
1056.2988911290322,0.0143996212017157,youtube
1135.6086286594762,0.0030979734577544,youtube
754.8658210007047,0.0024227514581543,zoom
944.642601760176,0.0019090978008338,zoom
893.8436903788498,0.0031779032077193,zoom
986.1280921382072,0.002397635903878,zoom
936.0287779982988,0.003525411458991,zoom
914.963024352926,0.0026743362461295,zoom
1015.6816054902775,0.0021314842877491,zoom
1119.7538394981614,0.0046968911953789,youtube
1104.9527577379567,0.0051221946320276,youtube
1241.5381847261096,0.0010017216666416,spotify
1228.107182146786,0.0003211104768658,spotify
930.3401680672268,0.0087046133405663,chrome
826.8977727013136,0.015683388028826,chrome
924.7360774818402,0.0113408730704655,chrome
764.0690462258631,0.0199244362967354,chrome
717.3201754385965,0.0218214827271464,chrome
828.1217587373168,0.0215411465919696,chrome
871.8424403183024,0.0165940658555162,chrome
1061.4201420271145,0.0038203955435555,spotify
1044.8883186705768,0.0063544104134823,spotify
1039.3665498897103,0.0034248335096021,spotify
1062.5181830657334,0.0037069110598107,spotify
1058.6346792742142,0.0030400925170118,spotify
1033.333781965007,0.0082917623510267,youtube
1044.7325753830944,0.0058638669946432,youtube
1053.2566495566962,0.0054360333512794,youtube
1064.2442748091603,0.0066615970124232,youtube
818.394677236693,0.0023929569699348,zoom
870.663909447105,0.0022439291262582,zoom
1031.6171446481742,0.003233391513645,zoom
964.499618902439,0.0026587220132464,zoom
994.1152772237734,0.0027342477377424,zoom
1012.5596190476192,0.0094085186719894,youtube
1035.2053067993363,0.0070218456922656,youtube
1046.4360946745562,0.0068688964166384,youtube
1005.5633636004736,0.010422501518828,youtube
1005.5633636004736,0.010422501518828,youtube
1038.4905027932962,0.0055086107355275,youtube
1054.7658008658009,0.0099840766168249,youtube
1069.0353471596031,0.0045543163799792,youtube
1055.228020171015,0.0051697401101129,youtube
734.5749349200446,0.0038237189945067,zoom
942.4925751122366,0.0023658054368495,zoom
1003.8828116876364,0.0021472554188996,zoom
1012.6705451411334,0.0022789930015426,zoom
1093.9087418783224,0.0030234176569262,zoom
804.9324546952224,0.0024160561287166,zoom
865.5094989561586,0.0023022554453136,zoom
813.7505726065048,0.002372781349176,zoom
863.7550724637681,0.0158673909542092,chrome
890.533189033189,0.0173175004415133,chrome
787.0779661016949,0.0188308397119989,chrome
783.3762057877814,0.0178787980651241,chrome
974.4446919079436,0.0085076881172132,chrome
805.3968646864687,0.0209300289658058,chrome
954.2576966932724,0.0113624313254391,chrome
673.8407163053723,0.0290067924643462,chrome
1047.6811555436673,0.002853477396641,spotify
1053.6430976430977,0.0032278923775436,spotify
1037.7377856849596,0.0037829284305086,spotify
1060.3602376825947,0.0021305887123817,spotify
1051.9130832570906,0.0029120736963608,spotify
1072.085111522667,0.0013294548281035,spotify
1082.170500838725,0.0027224837840853,spotify
1054.9061385164227,0.0028980613986807,spotify
639.041011235955,0.0031177874292263,edge
497.2734627831715,0.0150232541516093,edge
732.7714037375055,0.01040206214656,edge
449.8855363984674,0.0169255217125841,edge
449.8855363984674,0.0169255217125841,edge
465.8327183271833,0.0208386048537034,edge
549.0521091811414,0.0193940745163674,edge
392.0715197956577,0.0196378971441104,edge
555.1655044165504,0.015528851220774,edge
830.6158868335147,0.007780504745691,edge
393.0330802603037,0.0174476408272803,edge
420.2711743772242,0.0166166181917543,edge
417.9642276422764,0.020029672866337,edge
416.307757885763,0.0190997184746908,edge
756.265306122449,0.0093994691983699,edge
431.7260371959943,0.0167363070554193,edge
441.5725235849056,0.0131595687528627,edge
539.7001510574019,0.0159428269234193,edge
433.67286559594254,0.0200064646209355,edge
671.0732484076433,0.01846136119489842,edge
